text_a	text_b	labels
No he got it from me	Down there	0.0
Down there	Well we could either do that  we could just leave it at roll again	1.0
Well we could either do that  we could just leave it at roll again	But then a seven might not even be rolled in the whole game	4.0
But then a seven might not even be rolled in the whole game	So it wouldn t make a difference	4.0
So it wouldn t make a difference	Just leave it roll again	1.0
Just leave it roll again	Can I have one of the	0.0
Can I have one of the	Let s try to actually play it	1.0
Let s try to actually play it	How we how we have it now	1.0
How we how we have it now	OK	0.0
OK	I m player A	0.0
I m player A	OK I ll be player B	0.0
OK I ll be player B	Alright	0.0
Alright	Player A ah will player how  bout we play like best of five	1.0
Player A ah will player how  bout we play like best of five	And player A they alternate turns	1.0
And player A they alternate turns	OK	0.0
OK	Put that	1.0
Put that	What	1.0
What	Well the when you play it s best of five	1.0
Well the when you play it s best of five	Player A and player B	1.0
Player A and player B	Alternate	1.0
Alternate	Alternate	1.0
Alternate	Because the because it s best of five	1.0
Because the because it s best of five	Alternate rolling in the game	1.0
Alternate rolling in the game	Alternate every game rolling	1.0
Alternate every game rolling	Every game	1.0
Every game	In rolling	1.0
In rolling	In w in rolling	1.0
In w in rolling	In rolling for the whole game	1.0
In rolling for the whole game	Well you can t say that	1.0
Well you can t say that	Alternate the OK player A player B  alternate  alternate what	2.0
Alternate the OK player A player B  alternate  alternate what	Alternate every game in rolling	1.0
Alternate every game in rolling	Just put it in rolling	0.0
Just put it in rolling	In rolling the dice	0.0
In rolling the dice	Don t get sloppy	0.0
Don t get sloppy	What	0.0
What	I said don t get sloppy	0.0
I said don t get sloppy	And just put it s the best of five series	0.0
And just put it s the best of five series	It s the best of five	1.0
It s the best of five	Yeah best of five series	1.0
Yeah best of five series	So just cause it has a better chance of hitting it doesn t mean it s gonna be rolled	4.0
So just cause it has a better chance of hitting it doesn t mean it s gonna be rolled	You know	0.0
You know	OK now we re gonna play	0.0
OK now we re gonna play	OK	0.0
OK	We have a blank sheet of paper we re good	0.0
We have a blank sheet of paper we re good	OK	0.0
OK	You OK Sarah	0.0
You OK Sarah	You can copy it	0.0
You can copy it	OK put game one	0.0
OK put game one	Player A player B and game one	0.0
Player A player B and game one	Keep this handy in case we forget	0.0
Keep this handy in case we forget	OK	0.0
OK	Six	1.0
Six	Six	1.0
Six	Sarah	0.0
Sarah	So who gets the point	2.0
So who gets the point	Pick any time now	0.0
Pick any time now	A who are you	0.0
A who are you	Oops wrong one	0.0
Oops wrong one	I m player B	0.0
I m player B	OK then just put your name by it	0.0
OK then just put your name by it	Come on	0.0
Come on	Four A	1.0
Four A	A	1.0
A	Yep	1.0
Yep	Five	1.0
Five	Five is	1.0
Five is	You	1.0
You	Me	1.0
Me	Five me	1.0
Five me	Let s play more	0.0
Let s play more	Wait I don t see eight	0.0
Wait I don t see eight	Where s eight	2.0
Where s eight	Here	1.0
Here	It s on here	1.0
It s on here	Oh OK	0.0
Oh OK	Play my way play my way	1.0
Play my way play my way	Do you wanna	1.0
Do you wanna	Nine	1.0
Nine	Nine	1.0
Nine	Is me	1.0
Is me	Five you	1.0
Five you	Five comin  out the most	1.0
Five comin  out the most	What s the chance of gettin  five	2.0
What s the chance of gettin  five	OK Sarah let s play	0.0
OK Sarah let s play	Two	1.0
Two	Six	1.0
Six	Nine	1.0
Nine	What do you wanna play	0.0
What do you wanna play	Roll again	0.0
Roll again	Eight	1.0
Eight	Eight is	1.0
Eight is	Eight is me	1.0
Eight is me	Seven roll again	1.0
Seven roll again	Nine	1.0
Nine	So thats a point for me	1.0
So thats a point for me	Nine is you	1.0
Nine is you	Yep	1.0
Yep	Seven roll again	1.0
Seven roll again	We should  we should keep track from now on how many rolled agains next game	1.0
We should  we should keep track from now on how many rolled agains next game	Nine is	1.0
Nine is	Nine is me	1.0
Nine is me	Der you re supposed to be rolling these	1.0
Der you re supposed to be rolling these	You shoulda told me	0.0
You shoulda told me	Five	1.0
Five	Five is	1.0
Five is	That s you	1.0
That s you	You	1.0
You	Eight is me	1.0
Eight is me	Seven	1.0
Seven	Let them the die goes to me	0.0
Let them the die goes to me	Five	1.0
Five	Plus one for me	1.0
Plus one for me	Six six	1.0
Six six	Ten	1.0
Ten	That s six	1.0
That s six	Me	1.0
Me	That goes to you	1.0
That goes to you	Seven	1.0
Seven	Go again	1.0
Go again	Seven	1.0
Seven	Seven	1.0
Seven	Your roll	0.0
Your roll	Ten	1.0
Ten	Seven	1.0
Seven	Is you	1.0
Is you	Seven	1.0
Seven	Nine	1.0
Nine	Seven	1.0
Seven	Is me	1.0
Is me	Six	1.0
Six	Six that s	1.0
Six that s	Two and six	1.0
Two and six	Actually it doesn t count it has to stay on the table	0.0
Actually it doesn t count it has to stay on the table	Oh OK	0.0
Oh OK	Seven	1.0
Seven	See if it was for me I wouldn t say	0.0
See if it was for me I wouldn t say	Ten	1.0
Ten	Three	1.0
Three	Me	1.0
Me	You	1.0
You	DId you win	1.0
DId you win	Ten  me again	1.0
Ten  me again	Four	1.0
Four	Five point for you	1.0
Five point for you	Whoo	0.0
Whoo	One two three four five six seven eight	1.0
One two three four five six seven eight	Eight	1.0
Eight	Nine go for me	1.0
Nine go for me	I m gonna lose	0.0
I m gonna lose	Ten that goes for me	1.0
Ten that goes for me	Ten	1.0
Ten	Nine	1.0
Nine	Nine is you	1.0
Nine is you	Oh my god	0.0
Oh my god	Ha	0.0
Ha	This one decides	0.0
This one decides	Watch it be seven	0.0
Watch it be seven	Yes of course it s gonna be a seven	0.0
Yes of course it s gonna be a seven	Seven	1.0
Seven	Seven	1.0
Seven	Watch  em all be sevens now	1.0
Watch  em all be sevens now	G go roll a seven so we can say it  Seven	1.0
G go roll a seven so we can say it  Seven	We re not gonna have	0.0
We re not gonna have	Come on	0.0
Come on	Ten it s me	1.0
Ten it s me	You	0.0
You	OK now	0.0
OK now	That s game one	1.0
That s game one	I won	0.0
I won	What d you do stupid	0.0
What d you do stupid	What are you laughin  at	0.0
What are you laughin  at	Don t mind me	0.0
Don t mind me	Player A now I m player A	0.0
Player A now I m player A	No you re player B	0.0
No you re player B	Fine be that way	0.0
Fine be that way	Now I get to roll them	0.0
Now I get to roll them	Of course that s what we said	0.0
Of course that s what we said	Three	1.0
Three	OK now I won	1.0
OK now I won	Oh way to go	0.0
Oh way to go	Jeff	0.0
Jeff	OK	0.0
OK	Shelly	0.0
Shelly	And now keep track of how many sevens	0.0
And now keep track of how many sevens	OK put put a little dash and put sevens	0.0
OK put put a little dash and put sevens	OK	0.0
OK	Who s eight	2.0
Who s eight	OK	0.0
OK	Eight  s me	1.0
Eight  s me	Five	1.0
Five	Who won in your first game	2.0
Who won in your first game	She did	1.0
She did	It s you	1.0
It s you	You	1.0
You	Four and five	1.0
Four and five	Me	1.0
Me	Yep	1.0
Yep	It was like this close we rolled we were on a tie and then we got seven twice	1.0
It was like this close we rolled we were on a tie and then we got seven twice	OK roll	0.0
OK roll	Seven	1.0
Seven	Seven	1.0
Seven	One	1.0
One	Three	1.0
Three	Three	1.0
Three	You	1.0
You	What are you doing	0.0
What are you doing	Nothing	0.0
Nothing	Why not	0.0
Why not	Eight	1.0
Eight	Eight	1.0
Eight	Me	1.0
Me	I guess	0.0
I guess	It s a secret	0.0
It s a secret	Ten	1.0
Ten	Ten	1.0
Ten	That s me	1.0
That s me	Yeah	1.0
Yeah	You guys came up with the wrong way	1.0
You guys came up with the wrong way	What s your way	2.0
What s your way	I rolled six	1.0
I rolled six	Yeah we re only on number	0.0
Yeah we re only on number	You	1.0
You	Seven is roll again	1.0
Seven is roll again	Seven	1.0
Seven	Ten	1.0
Ten	Ten is you	1.0
Ten is you	Is me	1.0
Is me	Oh sc I	0.0
Oh sc I	Nine is	1.0
Nine is	You	1.0
You	Me	1.0
Me	Seven  s gonna beat me	1.0
Seven  s gonna beat me	Seven	1.0
Seven	Seven  s beating me	1.0
Seven  s beating me	Yeah this is a probability chart	1.0
Yeah this is a probability chart	I know the one	0.0
I know the one	Seven	1.0
Seven	See she knows how to do it	0.0
See she knows how to do it	Twelve	1.0
Twelve	What s that me	1.0
What s that me	I understood it	1.0
I understood it	Bri  Brian looked at it and he goes what is that	1.0
Bri  Brian looked at it and he goes what is that	So did everybody at my table they looked at it like I m weird	1.0
So did everybody at my table they looked at it like I m weird	This one  s easier to follow	1.0
This one  s easier to follow	Brian s stupid	0.0
Brian s stupid	Brian got it	0.0
Brian got it	Six you	1.0
Six you	Six	1.0
Six	Steph you wanna know somethin	0.0
Steph you wanna know somethin	What	0.0
What	Eight	1.0
Eight	Eight	1.0
Eight	Is me	1.0
Is me	You have four one two three four five six seven eight	1.0
You have four one two three four five six seven eight	No Romina doesn t get it	1.0
No Romina doesn t get it	This one Brian	0.0
This one Brian	I better	0.0
I better	I get this	0.0
I get this	Yeah Brian didn t get the hard one and Romina does	1.0
Yeah Brian didn t get the hard one and Romina does	So there was	0.0
So there was	That s cause it was the same thing	0.0
That s cause it was the same thing	Five sevens in the game	1.0
Five sevens in the game	So you won you won twice in a row now	1.0
So you won you won twice in a row now	OK	0.0
OK	But how do you how d you change it	2.0
But how do you how d you change it	Yeah but it was still very close on player A and B	1.0
Yeah but it was still very close on player A and B	Alright well that first Angela did a good one	1.0
Alright well that first Angela did a good one	Angela goes like different	1.0
Angela goes like different	Let me let me show you with this chart	0.0
Let me let me show you with this chart	OK player A	0.0
OK player A	We have to show you something	0.0
We have to show you something	Romina player A gets w wait number two three four five and six	1.0
Romina player A gets w wait number two three four five and six	And player B gets nine ten eleven twelve and nobody gets seven	1.0
And player B gets nine ten eleven twelve and nobody gets seven	And if you roll a seven the other player doesn t need to roll	1.0
And if you roll a seven the other player doesn t need to roll	Can I write  hi people  on this	0.0
Can I write  hi people  on this	Make sure your name is on	0.0
Make sure your name is on	Now we got this	0.0
Now we got this	We got sheets of paper	0.0
We got sheets of paper	A Angela	0.0
A Angela	Where is she	0.0
Where is she	I just wanna write  hi people	0.0
I just wanna write  hi people	I got the same way you got	1.0
I got the same way you got	To the for the and I didn t lie	0.0
To the for the and I didn t lie	We even played it that way	1.0
We even played it that way	Now	0.0
Now	And but see I figured that there s really no way to have a sure win in the game because there it s like a game of luck and so that s what I did	4.0
And but see I figured that there s really no way to have a sure win in the game because there it s like a game of luck and so that s what I did	Very good Stephanie	1.0
Very good Stephanie	Oh yeah whatever	0.0
Oh yeah whatever	I thought you said you didn t do any work at this	0.0
I thought you said you didn t do any work at this	What	0.0
What	I did it at my grandma s house with my dad	0.0
I did it at my grandma s house with my dad	Piles	0.0
Piles	Make two piles	0.0
Make two piles	Oh	0.0
Oh	I didn t know	0.0
I didn t know	What is the blank paper for	0.0
What is the blank paper for	OK So to keep to keep track	0.0
OK So to keep to keep track	To keep score	0.0
To keep score	Now let s do it as teams	0.0
Now let s do it as teams	So you guys know what we re doing here	1.0
So you guys know what we re doing here	OK	0.0
OK	Us two vs you two	0.0
Us two vs you two	We sorta got our own way	0.0
We sorta got our own way	What was the difference between your way and our way	1.0
What was the difference between your way and our way	We re supposed to work together	0.0
We re supposed to work together	So	0.0
So	You guys should ve thought b about that before	0.0
You guys should ve thought b about that before	Oh just tell us	0.0
Oh just tell us	We you got another set of dice	0.0
We you got another set of dice	I know	0.0
I know	What s different between your way and our way	1.0
What s different between your way and our way	Cause when we get seven like player A starts rolling but when we get seven then instead of just not counting it we like I ll give the dice to um Sarah to roll cause she s player B	4.0
Cause when we get seven like player A starts rolling but when we get seven then instead of just not counting it we like I ll give the dice to um Sarah to roll cause she s player B	That s what we were going to do	1.0
That s what we were going to do	No see the person who rolled seven in our group just rolls it again and their group they switch people	1.0
No see the person who rolled seven in our group just rolls it again and their group they switch people	That doesn t really make a difference	1.0
That doesn t really make a difference	Yeah they they just switch	1.0
Yeah they they just switch	Yeah but then  Does player A roll every game and do you just play like one game or is it a series	1.0
Yeah but then  Does player A roll every game and do you just play like one game or is it a series	See cause we were playing like a five game series and we alternate rolling each one	1.0
See cause we were playing like a five game series and we alternate rolling each one	See player A rolls the first game all the time and player B rolls the second game	1.0
See player A rolls the first game all the time and player B rolls the second game	Rolls the second game	1.0
Rolls the second game	Regardless if you roll sevens or not	1.0
Regardless if you roll sevens or not	Well we just played one game and	1.0
Well we just played one game and	Well are you gonna play one	0.0
Well are you gonna play one	And we think it s pretty fair	1.0
And we think it s pretty fair	Yeah	0.0
Yeah	Well let s play a with teams cause there s four people  two on two your way and then we ll put two on two our way and then we ll decide since we re all playing which one is better	1.0
Well let s play a with teams cause there s four people  two on two your way and then we ll put two on two our way and then we ll decide since we re all playing which one is better	It s the sa it s practically the same thing	1.0
It s the sa it s practically the same thing	So which one should we use	1.0
So which one should we use	What	0.0
What	Well better which one should be like for representing our group	1.0
Well better which one should be like for representing our group	Maybe we should do the other one since it s already written down	1.0
Maybe we should do the other one since it s already written down	Yeah that s why that s w we re changing	1.0
Yeah that s why that s w we re changing	We didn t because it was already written out	0.0
We didn t because it was already written out	You guys can do your own I don t care	0.0
You guys can do your own I don t care	Which one do you like better	1.0
Which one do you like better	We re getting nowhere with this	0.0
We re getting nowhere with this	How about you Sarah	1.0
How about you Sarah	What	0.0
What	She doesn t even know what we re talking about	0.0
She doesn t even know what we re talking about	Which way do you like better	1.0
Which way do you like better	I don t know  because	2.0
I don t know  because	What	0.0
What	They re both good I don t know	1.0
They re both good I don t know	What way do you like Romina	1.0
What way do you like Romina	I don t know I	0.0
I don t know I	People	0.0
People	You have to have some opinion on anything	0.0
You have to have some opinion on anything	Do you wanna do our way or your way	1.0
Do you wanna do our way or your way	Cause if you wanna do your way we ll use this and you can write your own	1.0
Cause if you wanna do your way we ll use this and you can write your own	Yeah	0.0
Yeah	Why don t we why don t we keep on playing like in separate teams cause the like we ll I ll play her again and you play her and you play our way and we ll play your way	1.0
Why don t we why don t we keep on playing like in separate teams cause the like we ll I ll play her again and you play her and you play our way and we ll play your way	Whatever you say	0.0
Whatever you say	OK	0.0
OK	OK	0.0
OK	It s not players it s just  a	0.0
It s not players it s just  a	Now do you wanna be player B or A	0.0
Now do you wanna be player B or A	I like A	0.0
I like A	OK	0.0
OK	Put Romina s way on top	0.0
Put Romina s way on top	What are we doing	2.0
What are we doing	You re playing our way and we re playing your way	1.0
You re playing our way and we re playing your way	Oh	0.0
Oh	OK	0.0
OK	We ll play	0.0
We ll play	So they do it so they alternate rolling	1.0
So they do it so they alternate rolling	But do you have the same numbers as us	1.0
But do you have the same numbers as us	I don t know	2.0
I don t know	What numbers do you have	2.0
What numbers do you have	Well its sort of	0.0
Well its sort of	Maybe we should just do it separately	1.0
Maybe we should just do it separately	It s the same thing but only hold on same thing	1.0
It s the same thing but only hold on same thing	OK same numbers	1.0
OK same numbers	It doesn t really matter	1.0
It doesn t really matter	It s  like the same numbers but we I did it the same way you do	1.0
It s  like the same numbers but we I did it the same way you do	Cause you re like sort of all all	0.0
Cause you re like sort of all all	We just did it we alternate every game	1.0
We just did it we alternate every game	Twelve two three eleven four ten	1.0
Twelve two three eleven four ten	Basically	0.0
Basically	Five nine	1.0
Five nine	Alright well let s just play against each other in each way and then we ll both get a feel for each one	0.0
Alright well let s just play against each other in each way and then we ll both get a feel for each one	Hold on	0.0
Hold on	Let me just write this down before I forget	0.0
Let me just write this down before I forget	Eleven four and nine eight	1.0
Eleven four and nine eight	Two eleven four nine and eight	1.0
Two eleven four nine and eight	I need twelve	1.0
I need twelve	Twelve three five ten six	1.0
Twelve three five ten six	I gotta right five here better	1.0
I gotta right five here better	And seven	1.0
And seven	What do you want to be Sarah	0.0
What do you want to be Sarah	Player A or player B	0.0
Player A or player B	OK	0.0
OK	What numbers do you have	2.0
What numbers do you have	Write down her numbers here	0.0
Write down her numbers here	I don t know	2.0
I don t know	OK	0.0
OK	Well we have to play Jeff s way	1.0
Well we have to play Jeff s way	What numbers do you have	2.0
What numbers do you have	Two eleven four nine and eight	1.0
Two eleven four nine and eight	Twelve three five ten six	1.0
Twelve three five ten six	Wait yo	1.0
Wait yo	Wait	0.0
Wait	OK what does player A get	2.0
OK what does player A get	OK player I have it	0.0
OK player I have it	Player A what numbers	2.0
Player A what numbers	Two eleven four nine eight	1.0
Two eleven four nine eight	That s us	0.0
That s us	No	0.0
No	So I was asking what are your numbers	2.0
So I was asking what are your numbers	Did I leave my chart over here	0.0
Did I leave my chart over here	Oh there it is	0.0
Oh there it is	No	0.0
No	You have the same numbers	1.0
You have the same numbers	Yes	1.0
Yes	OK	0.0
OK	I told you that	0.0
I told you that	Yes we do	1.0
Yes we do	Now we do	1.0
Now we do	It was the same thing	1.0
It was the same thing	Why complicate things more	0.0
Why complicate things more	OK just here	0.0
OK just here	Yeah roll	0.0
Yeah roll	Keep it keep the seven s thing too	1.0
Keep it keep the seven s thing too	Yep	1.0
Yep	Five	1.0
Five	Five is player B me	1.0
Five is player B me	Are we supposed to	0.0
Are we supposed to	No you roll after whenever you roll a seven	1.0
No you roll after whenever you roll a seven	Eleven	1.0
Eleven	That s me	1.0
That s me	Six you	1.0
Six you	Seven	1.0
Seven	Make it make a thing for seven still	1.0
Make it make a thing for seven still	Ten is you	1.0
Ten is you	Eight is me	1.0
Eight is me	OK five	1.0
OK five	Five is me	1.0
Five is me	Nine is me	1.0
Nine is me	Ten is you	1.0
Ten is you	Seven	1.0
Seven	Four is me	1.0
Four is me	Two is me	1.0
Two is me	So player B doesn t always win	1.0
So player B doesn t always win	Cause I had a feeling	0.0
Cause I had a feeling	Eight is me	1.0
Eight is me	You re going to win	1.0
You re going to win	Eight is me	1.0
Eight is me	How many is that	2.0
How many is that	One two three four five six seven eight	1.0
One two three four five six seven eight	Next	0.0
Next	No that s for you	0.0
No that s for you	I was about to write it down again for you	0.0
I was about to write it down again for you	Nine	1.0
Nine	Eight	1.0
Eight	Game	1.0
Game	Seven you won	1.0
Seven you won	So there s one seven in the game	1.0
So there s one seven in the game	And that s when we switched and you rolled and won for me	1.0
And that s when we switched and you rolled and won for me	Let s finish our series that you were in	1.0
Let s finish our series that you were in	If you win one more game then if you win one more game then that means you won the series and you won the whole thing	4.0
If you win one more game then if you win one more game then that means you won the series and you won the whole thing	Where s the OK	0.0
Where s the OK	Oh I m like	0.0
Oh I m like	Like staple you should staple these two papers together	0.0
Like staple you should staple these two papers together	Six is mine again	1.0
Six is mine again	Why don t we just staple all our papers together	0.0
Why don t we just staple all our papers together	Eight that s yours	1.0
Eight that s yours	Will that be alright with you	0.0
Will that be alright with you	That s alright with me	0.0
That s alright with me	Well we ll wait  til later cause we re not sure how many papers we re gonna use	0.0
Well we ll wait  til later cause we re not sure how many papers we re gonna use	OK	0.0
OK	OK well what s next	2.0
OK well what s next	I won	1.0
I won	Was that a shut out	1.0
Was that a shut out	Aw I didn t see that	0.0
Aw I didn t see that	It s like	0.0
It s like	Player B	1.0
Player B	We played your way	1.0
We played your way	We didn t play a series	1.0
We didn t play a series	should we played your way and Jeff won	1.0
should we played your way and Jeff won	Yeah OK	0.0
Yeah OK	the numbers I get	1.0
the numbers I get	So now we have to play a series of five	1.0
So now we have to play a series of five	Well we that that s we re going back to our way	1.0
Well we that that s we re going back to our way	The cause we re gonna finish the series	1.0
The cause we re gonna finish the series	Yeah but we have to play a series of five	1.0
Yeah but we have to play a series of five	Or seven or any odd number you want	1.0
Or seven or any odd number you want	One two three	0.0
One two three	You don t have to write it down I have it right here	0.0
You don t have to write it down I have it right here	Seven	1.0
Seven	I know but	0.0
I know but	How about you do the score this time	0.0
How about you do the score this time	Ten six	1.0
Ten six	I start rolling this time	1.0
I start rolling this time	Seven	1.0
Seven	Seven	1.0
Seven	Alright	0.0
Alright	You re right just make a dash	0.0
You re right just make a dash	Oh der	0.0
Oh der	OK seven	1.0
OK seven	That s six	1.0
That s six	Oh der	0.0
Oh der	Four	1.0
Four	Four	1.0
Four	is you	1.0
is you	Four is you	1.0
Four is you	Five is me	1.0
Five is me	Calm down Stephanie	0.0
Calm down Stephanie	She s screaming	0.0
She s screaming	Eight is me	1.0
Eight is me	Five	1.0
Five	Eight is you	1.0
Eight is you	Eight is me	1.0
Eight is me	that s me	1.0
that s me	She s like don t start	0.0
She s like don t start	She s gonna start a fight over there	0.0
She s gonna start a fight over there	Everyone s gonna have it on camera	0.0
Everyone s gonna have it on camera	I like this	0.0
I like this	OK I agree with your answer	1.0
OK I agree with your answer	I m sorry Steph	0.0
I m sorry Steph	Eleven	1.0
Eleven	What was it again	1.0
What was it again	Six	1.0
Six	See nobody listens to me I know it	0.0
See nobody listens to me I know it	That s Stephanie calm down please	0.0
That s Stephanie calm down please	Wait what s the score	2.0
Wait what s the score	Eight it s me	1.0
Eight it s me	That s eight	1.0
That s eight	I have eight	1.0
I have eight	I have six	1.0
I have six	Seven	1.0
Seven	Seven	1.0
Seven	Seven	1.0
Seven	Seven	1.0
Seven	Oh sorry	0.0
Oh sorry	I don t know right	2.0
I don t know right	I m fightin  with you cause I thought you were saying I had seven	1.0
I m fightin  with you cause I thought you were saying I had seven	I m like six	1.0
I m like six	It s OK I m going to win the next game anyway so let s play again	0.0
It s OK I m going to win the next game anyway so let s play again	Four is you	1.0
Four is you	You need one more	1.0
You need one more	Five is you	1.0
Five is you	Five is me	1.0
Five is me	Come on	0.0
Come on	Now you have seven	1.0
Now you have seven	Seven	1.0
Seven	No I have six	1.0
No I have six	Seven	1.0
Seven	It doesn t matter you have to roll anyway	1.0
It doesn t matter you have to roll anyway	Six is me	1.0
Six is me	Yep what are you have eight	1.0
Yep what are you have eight	One two three four five six seven eight	0.0
One two three four five six seven eight	There s no  six is me	1.0
There s no  six is me	Six	1.0
Six	Uh oh	0.0
Uh oh	Tie breaker	1.0
Tie breaker	Watch us get sevens again	0.0
Watch us get sevens again	Eight	1.0
Eight	You won	1.0
You won	Eight	1.0
Eight	That s like the same cause you won	1.0
That s like the same cause you won	The series is two to one	1.0
The series is two to one	OK	0.0
OK	Player A	1.0
Player A	Think we can market this game	0.0
Think we can market this game	Make money	0.0
Make money	What	0.0
What	I think that was a six and a one wasn t it	1.0
I think that was a six and a one wasn t it	Um	0.0
Um	Who d play this game though	0.0
Who d play this game though	I ll say right	0.0
I ll say right	Would you pay like ten dollars to get this game	0.0
Would you pay like ten dollars to get this game	Actually you know what we can do	0.0
Actually you know what we can do	We could take all the numbers two through twelve	0.0
We could take all the numbers two through twelve	Two to two through seven	0.0
Two to two through seven	No listen	0.0
No listen	Two through twelve	0.0
Two through twelve	Take all the numbers two through twelve	0.0
Take all the numbers two through twelve	Uh huh	0.0
Uh huh	And you put  em in like a little bucket and you pull every one out except except for the seven and that s automatic roll again and  wh you have whatever numbers you pull out is what your numbers are	0.0
And you put  em in like a little bucket and you pull every one out except except for the seven and that s automatic roll again and  wh you have whatever numbers you pull out is what your numbers are	We should make this game Jeff	0.0
We should make this game Jeff	We ll make money yeah	0.0
We ll make money yeah	Yeah	0.0
Yeah	Spend more money ah setting it up	0.0
Spend more money ah setting it up	OK well	0.0
OK well	OK	0.0
OK	Five is me	1.0
Five is me	is you	1.0
is you	Sevens	1.0
Sevens	Five is sevens	1.0
Five is sevens	That s mine  four	1.0
That s mine  four	Eight is me	1.0
Eight is me	You won	1.0
You won	Eight is me	1.0
Eight is me	Three is you	1.0
Three is you	Actually the first time we hit a three	1.0
Actually the first time we hit a three	Five is me	1.0
Five is me	Ten	1.0
Ten	Ten is me	1.0
Ten is me	Twelve is me	1.0
Twelve is me	I m gonna have a laugh attack any second now	0.0
I m gonna have a laugh attack any second now	Five is me	1.0
Five is me	Me	1.0
Me	It s me	1.0
It s me	I know	0.0
I know	Oh	0.0
Oh	I was like waiting	0.0
I was like waiting	Six is	1.0
Six is	is me	1.0
is me	It s you	1.0
It s you	No you	1.0
No you	Oh me	1.0
Oh me	Yeah	1.0
Yeah	I don t have that written down	0.0
I don t have that written down	You do	0.0
You do	One two three four five	0.0
One two three four five	Where s six	2.0
Where s six	Who has six	2.0
Who has six	We lost six	1.0
We lost six	Uh oh	0.0
Uh oh	Oh my god did we forget	1.0
Oh my god did we forget	Player B	1.0
Player B	Oh	0.0
Oh	Player B	1.0
Player B	Wait if player B has	1.0
Wait if player B has	Who has six anywhere	2.0
Who has six anywhere	It s right there	1.0
It s right there	Oh I put two instead of k	1.0
Oh I put two instead of k	He ha	0.0
He ha	What s that number right there	2.0
What s that number right there	Ten	1.0
Ten	Ten	1.0
Ten	What was that me	1.0
What was that me	That s you	1.0
That s you	Oh my god	0.0
Oh my god	Six is me	1.0
Six is me	Ha we don t have a six	1.0
Ha we don t have a six	Eleven  s me	1.0
Eleven  s me	We lost the six for a minute	1.0
I have a question I just noticed something	Yeah	0.0
I just noticed that uh when Jeff was rolling his dice	Yeah	0.0
Does it matter	No	0.0
No	As long as you don t just go like this	3.0
You want	Yeah you want to have to move a little bit cause then you have to keep on hitting the same numbers	4.0
Yeah you want to have to move a little bit cause then you have to keep on hitting the same numbers	If you just pick them up like and drop them	4.0
So you have to have to sort of shake them up then	Yeah	0.0
OK so it doesn t matter if you roll one and then the other and roll them twice	Why you could roll	0.0
OK	Six	3.0
Six	We don t have a six	3.0
We don t have a six	We lost the six though	1.0
We lost the six though	We don t have to play the fifth one cause	1.0
We don t have to play the fifth one cause	And	0.0
And	I don t have the six	1.0
I don t have the six	Five is	1.0
Five is	Is	0.0
Is	We don t have a five	1.0
We don t have a five	Yes we do	1.0
Yes we do	What s the score	2.0
What s the score	What s the score	2.0
What s the score	What s the score	2.0
What s the score	Four	1.0
Four	One two three four five six seven eight nine	0.0
One two three four five six seven eight nine	It s I call a seven	1.0
It s I call a seven	Three me	1.0
Three me	I won	1.0
I won	You won the series	1.0
You won the series	Were there there weren t any sevens	1.0
Were there there weren t any sevens	Well you won the series	1.0
Well you won the series	That s cool	0.0
That s cool	Wanna play a series against each other	1.0
Wanna play a series against each other	See I like this game now	0.0
See I like this game now	Cool	0.0
Cool	Players	0.0
Players	People hold on what d you guys who won like the series or whatever	2.0
People hold on what d you guys who won like the series or whatever	She won the series	1.0
She won the series	Me	1.0
Me	Ah well what was it	2.0
Ah well what was it	Three to two	1.0
Three to two	Yeah	1.0
Yeah	Write that down on on one of the papers	0.0
Write that down on on one of the papers	What was that player A or player B	2.0
What was that player A or player B	Player B won	1.0
Player B won	Player B won here too	1.0
Player B won here too	It doesn t make a difference player	1.0
It doesn t make a difference player	It s just whoever picked	1.0
OK are we ready to start sharing ideas	I well we want to play one more round and then	0.0
I well we want to play one more round and then	OK	0.0
OK	You guys you know seven she didn t do something I don t know cause	0.0
You guys you know seven she didn t do something I don t know cause	Three minutes hurry	0.0
Three minutes hurry	Ow	0.0
How long does it take	Ah	0.0
Three minutes five minutes	Five minutes	0.0
Five minutes	Five minutes	0.0
Five minutes we ll come together	OK	0.0
OK	Jeff Rom	0.0
What are you saying	Shelly	0.0
Shelly	It doesn t you guys can	0.0
Shelly what were you saying makes a difference	For what	2.0
Has something made a difference	About what	2.0
About anything	I don t	0.0
I don t	About the dice	3.0
Yeah	Oh if you roll like this that doesn t make it different if you roll like this	4.0
Oh if you roll like this that doesn t make it different if you roll like this	Or or roll like	4.0
Or or roll like	See cause she some I was holding like this	1.0
See cause she some I was holding like this	I was just pick them up and dropping them	1.0
Even if even if you roll one	Yeah it does not matter	3.0
And then the other	That doesn t make a difference	3.0
That doesn t make a difference	You see see if you wanna roll one to see what you re gonna get like say you need a an eleven or whatever if you roll a four first or a three you don t  you re not gonna get it cause it s impossible	4.0
You see see if you wanna roll one to see what you re gonna get like say you need a an eleven or whatever if you roll a four first or a three you don t  you re not gonna get it cause it s impossible	So then you could realize it s not gonna win	4.0
So then you could realize it s not gonna win	If you want eleven or ten	4.0
If you want eleven or ten	So it doesn t really matter	1.0
So it doesn t really matter	OK	0.0
It just sort of prolongs it is that all	It forgot Sarah	0.0
It forgot Sarah	Shelly	0.0
